commodity,widget_id,title,pillar,telemetry,a1,a2,a3,a4,avg,grade,source_csv,score_method,notes
mackerel,w_andong_salted,국내 프리미엄 가공(간고등어) 원물 규격 지표,?,,60.0,60.0,60.0,90.0,67.5,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w_domestic_retail,수도권 권역별 소매 채널 가격 스프레드,?,,60.0,60.0,60.0,90.0,67.5,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
salmon,-,ESG 공급망 투명성 트래커,S5,,60.0,95.0,80.0,100.0,83.8,B,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,-,수급 전망 & 착지원가 시뮬레이터,S4,,60.0,95.0,95.0,100.0,87.5,A,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,-,[가공] AI 기반 수율 극대화 & 스마트 팩토리 CAPEX,S2,,60.0,40.0,40.0,100.0,60.0,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,-,수온 상승의 역설 & 탄소세(Carbon Tax) 폭탄,S5,,60.0,40.0,40.0,100.0,60.0,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,-,[ESG] 이중 중대성 평가 (Double Materiality),S5,,60.0,40.0,40.0,100.0,60.0,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,-,마진율 방어: 사료 내재화 & 기능성 대체 원료,S1,,60.0,40.0,40.0,100.0,60.0,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,-,[원물] 사료 원가 리스크 헷징: 대체 단백질 & FIFO (Fish In-Fish Out),S1,,60.0,40.0,40.0,100.0,60.0,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,-,[판매] 공급 변동성과 스팟 가격(Spot Price) 역상관관계,S4,,60.0,40.0,40.0,100.0,60.0,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,-,[물류] 거시 충격과 EU 연어 수입 물류 회복탄력성,S3,,55.0,95.0,95.0,70.0,78.8,B,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,-,[가공] EU 훈제 연어 마진 압박과 가격 결정력 (Pricing Power),S2,,60.0,40.0,40.0,100.0,60.0,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,-,무인화(Lights-out) 공장 & 슈퍼 칠링,S2,,60.0,40.0,40.0,100.0,60.0,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,-,[물류] 콜드체인 고도화: 해운 전환 및 IoT 모니터링,S3,,60.0,40.0,40.0,100.0,60.0,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,-,생물학적 한계 돌파: 포스트 스몰트 & 심해 레이저,S1,,60.0,40.0,40.0,100.0,60.0,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,-,[판매] 인플레이션 대체 단백질 가격 (Trade-Down),S4,,55.0,95.0,95.0,70.0,78.8,B,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,-,실시간 연어 무역 인텔리전스,S4,,90.0,40.0,40.0,100.0,67.5,C,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,-,비관세장벽 & 컴플라이언스 레이더,S3,,90.0,95.0,95.0,100.0,95.0,A,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,-,정책 임팩트 시뮬레이터,S3,,60.0,95.0,55.0,100.0,77.5,B,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w01_paradigm,글로벌 패러다임: 생산량 (어획 vs 양식),,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w02_aqua_value,글로벌 대서양 연어 가치 폭등 곡선,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w03_aqua_pie,양식 제국 독점: Top 5 국가 리더보드 (2022),,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w04_proc,글로벌 2차 가공 부가가치 산업의 폭발적 팽창,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w05_cash,자본 회수: 양식 매출(Cash-Flow) Top 국가,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w06_trade_vol,거대 트레이딩: 글로벌 무역 파이 팽창선,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w07_export,수출 지배자: 연어 무역 패권 Top 10,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w08_import,Everyday Luxury 현상: 미국 침체와 아시아 시장의 폭발,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w09_kr_import,한국의 취약성: 절대적 수입 의존 폭증 곡선,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w10_kr_deficit,한국 연어 무역 적자(Deficit Gap) 가속,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w11_kr_price,연어 플레이션: 글로벌 수입 단가율 추이,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w12_margin,단가 폭락 방어전: Volume-Push와 사상 최고 수출액,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w13_monopoly,글로벌 복점(Duopoly) — 노르웨이와 칠레의 양강 체제,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w14_value,노르웨이 양식 산업의 진화: 볼륨(Volume)에서 가치(Value)로,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w15_korea_deficit,연어 블랙홀 🇰🇷 — 매년 5억 달러 규모의 무역 적자,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w16_processing,"동유럽의 급부상 — 유럽의 연어 가공 허브, 폴란드",,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w17_tier,절대적 가치 밀도 — 연어 산업의 자본화,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w18_extinction,자연산 상업 어획의 멸종 — 양식 비율 99.9%,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w19_iceland,"다크호스 아이슬란드 — 14년간 4,500% 은밀한 팽창",,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w20_margin_paradox,"칠레의 역설 — 물량은 절반, 톤당 가치는 45% 프리미엄",,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w21_russia_blackhole,러시아 블랙홀 — 서방 제재 속 칠레산 흡수력,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w22_license_gold,노르웨이 연어 면허 = 디지털 금광,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w23_chile_chokepoint,한국의 초크포인트 — 노르웨이 신선 원물 수입 편중 70%,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w24_poland_hub,"폴란드 가공 모델 — 양식 제로, 재수출로 $840M 순이익 창출",,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,n1_hfs_paradox,HFS(하이브리드 유수식) 고수익성 역설,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,n2_tariff_hoarding,15% 관세 폭탄 무력화: 프론트로딩 헷징,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,n3_melanosis_upcycle,가치 방어전: 멜라닌 등급 강등과 업사이클링,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,k1_ras_photoperiod,RAS 광주기 조절이 대서양연어 Parr 성장에 미치는 영향,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,k2_smolt_offseason,Off-season Smolt 생산: 광주기+체크기 조합 최적화,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,k3_temp_cataract,대서양연어 치어 수온별 백내장 발생률 및 성장,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,k4_listeria,훈제 연어 리스테리아 오염도 실태 조사,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,k5_nutrition,횟감용 연어 vs 광어·참돔: 영양 특성 비교,,,55.0,40.0,40.0,40.0,43.8,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,k6_jerky,연어 육포 제조공정 최적화: RSM 기반 HMR 신제품,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,k7_chum_coastal,남대천 방류 연어 치어의 연안 이동 경로 추적,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,k8_chinook,한국 최초 왕연어(Chinook) 출현 기록: 기후변화 시그널,,,60.0,40.0,40.0,70.0,52.5,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w36_supply_outlook,2026 글로벌 공급 전망,,,55.0,95.0,70.0,40.0,65.0,C,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w37_smolt_efficiency,대형 스몰트 혁명: 해상사이클 효율화,,,55.0,75.0,70.0,40.0,60.0,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w38_smoked_eu,EU 훈제연어 밸류체인 가격구조,,,55.0,70.0,70.0,40.0,58.8,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w39_hab_risk,칠레 HAB 리스크 인덱스,,,55.0,75.0,70.0,40.0,60.0,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w40_market_growth,글로벌 시장 성장 전망 2025-2034,,,55.0,95.0,70.0,40.0,65.0,C,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w41_feed_cost,사료 원가 구성 및 대체원료 전환,,,55.0,75.0,70.0,40.0,60.0,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w42_mortality_kpi,양식 폐사율 추이 및 목표,,,55.0,75.0,70.0,40.0,60.0,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w43_diversification,한국 수입 다변화 지수,,,55.0,40.0,70.0,40.0,51.2,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w44_scope3_carbon,연어 밸류체인 탄소발자국 분석,,,55.0,75.0,70.0,40.0,60.0,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w45_automation_roi,가공 자동화 투자 수익 분석,,,55.0,75.0,70.0,40.0,60.0,D,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w_fta_salmon_supply_pivot,"공급망 대전환 — 러시아 35.8%→0%, 노르웨이 60%→83%",,,90.0,95.0,70.0,70.0,81.2,B,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w_fta_salmon_russia_collapse,러시아 -84.8% 절벽 — 한국 가공 허브의 소멸,,,90.0,95.0,70.0,70.0,81.2,B,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w_fta_salmon_form_shift,신선 피레트 신등장 — 가공 형태 5단계 진화,,,90.0,95.0,70.0,70.0,81.2,B,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w_fta_salmon_chile_rebound,2026 1Q 칠레 +32.3% — 노르웨이 대체재 부상,,,90.0,95.0,70.0,70.0,81.2,B,salmon_4axis_scores.csv,forensic_4axis_audit,
salmon,w_fta_salmon_value_volume,액 -2.4% vs 물량 -4.0% — 단가 회복 사이클 시그널,,,90.0,95.0,70.0,70.0,81.2,B,salmon_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS14,한국-일본 수출 의존도 추이,S5,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS15,한국 주요 참치 기업 현황,S5,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS17,한국의 지중해 BFT 수입 지도,S5,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS13,한국 참치 생산 구조 (이중 구조),S5,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS16,한국 참치 외식 양극화 + D2C 부상,S5,STATIC,60.0,75.0,55.0,100.0,72.5,C,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS20,한국 10년 무역 구조 변화 (2015-2024),S2,STATIC,60.0,70.0,55.0,100.0,71.2,C,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS02,🇺🇸 미국 비통조림 참치 수입액 ($829M),S5,SYNCED,90.0,75.0,80.0,100.0,86.2,A,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS18,4개국 사시미 공급망 구조 비교,S5,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS01,글로벌 트라이애드 (미국/EU/일본),S5,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS21,글로벌 사시미 시장 핫스팟,S1,STATIC,90.0,70.0,55.0,100.0,78.8,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS04,일산화탄소(CO) 처리 참치: 단가 교란과 규제 리스크,S5,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS05,하와이 호놀룰루 참치 경매 동향,S5,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS03,미국 사시미 공급망 양극화 구조,S5,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS29,미국 수입 공급국 & 어종 집중도,S3,STATIC,90.0,70.0,55.0,100.0,78.8,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS30,미국 스시·포케 시장규모 & 채널,S4,STATIC,75.0,70.0,55.0,100.0,75.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS25,🇹🇭 태국 — 세계 최대 참치 가공 허브,S1,STATIC,90.0,70.0,55.0,100.0,78.8,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS26,🇬🇧 영국 — MSC 주도 참치 시장 & FTA 우위,S1,STATIC,90.0,70.0,55.0,100.0,78.8,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS06,EU 참다랑어 축양 마진 구조 (Ranching Economics),S5,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS08,EU 주요국 사시미/스테이크 소매 침투율,S5,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS07,EU 참다랑어 국가별 생산 쿼터,S5,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS31,EU 신선 vs 통조림 소비 & 채널,S4,STATIC,90.0,70.0,55.0,100.0,78.8,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS32,EU 수입 세분 — 단가가 용도를 말한다,S4,STATIC,90.0,70.0,55.0,100.0,78.8,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS27,🇯🇵 도요스 경매 & 일본 사시미 시장,S1,STATIC,90.0,95.0,55.0,100.0,85.0,A,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS11,지역별 쿼터(Quota) 양극화 및 자원 압박,S5,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS12,추적성(Traceability) 및 지속가능성 리스크,S5,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS19,일본 사시미 수요 장기 감소 — 글로벌 리스크,S1,STATIC,90.0,70.0,55.0,100.0,78.8,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS09,어종/형태별 사시미 가격 사다리 (Price Ladder),S5,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS22,어종별 가격 위계 & 용도 매트릭스,S1,STATIC,90.0,70.0,55.0,100.0,78.8,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS10,프리미엄 생물 참치의 쾌락적(Hedonic) 가격 결정 요인,S5,STATIC,60.0,75.0,55.0,100.0,72.5,C,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS24,수출 진입요건 체크리스트 — 시장별 비교,S2,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS23,한국 공장 수출 파트너 전략 (미국·영국·일본),S2,STATIC,90.0,75.0,55.0,100.0,80.0,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi,W-SAS28,🔮 글로벌 사시미 시장 전망 2030+,S1,STATIC,75.0,75.0,55.0,100.0,76.2,B,sashimi_4axis_scores.csv,forensic_4axis_audit,
sashimi_new36,SasUsCompetitorMap,미국 사시미 유통 경쟁 지도,S4,STATIC,66.0,50.0,70.0,74.0,65.0,D,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=70.75;p0=0;p1=3;p2=3
sashimi_new36,SasUsDemandSeasonality,미국 참치 수요 드라이버 & 계절성,S4,STATIC,72.0,70.0,66.0,78.0,71.5,C,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=81.5;p0=0;p1=3;p2=4
sashimi_new36,SasUsImportBarriers,미국 참치 수입 규제 3중 관문,S3,STATIC,80.0,70.0,74.0,88.0,78.0,B,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=85.75;p0=0;p1=2;p2=3
sashimi_new36,SasUsMarginWaterfall,미국 참치 마진 워터폴 ($/kg),S4,STATIC,44.0,60.0,38.0,64.0,51.5,F,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=64.0;p0=0;p1=5;p2=3
sashimi_new36,SasUsTariffLadder,2025 미국 상호관세 공급국 사다리,S3,STATIC,86.0,78.0,76.0,80.0,80.0,B,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=86.5;p0=0;p1=3;p2=3
sashimi_new36,SasUkChannelSplit,영국 참치 채널 이원화 (캔 vs 스시·투고),S4,STATIC,70.0,80.0,68.0,78.0,74.5,C+,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=81.5;p0=0;p1=3;p2=2
sashimi_new36,SasUkSupplierTariff,영국 참치 수입 공급국 & 관세 비대칭,S3,STATIC,78.0,86.0,70.0,80.0,79.0,B,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=81.0;p0=0;p1=3;p2=3
sashimi_new36,SasThaiEsgRisk,태국 수산 ESG 리스크 (IUU·강제노동),S5,STATIC,82.0,78.0,83.0,80.0,80.75,B,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=85.75;p0=0;p1=2;p2=3
sashimi_new36,SasThaiSourcing,태국 원료조달 & EU 관세 핸디캡,S1,STATIC,58.0,60.0,54.0,84.0,64.0,D,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=73.0;p0=0;p1=3;p2=3
sashimi_new36,SasEuBrandMap,EU 캔참치 국가별 시장·브랜드 구도,S4,STATIC,73.0,71.0,79.0,82.0,75.5,B,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=78.5;p0=0;p1=2;p2=3
sashimi_new36,SasEuCatchGate,EU 진입 규제 게이트 (CATCH 디지털 인증),S3,STATIC,90.0,78.0,85.0,88.0,82.5,B+,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=85.25;p0=0;p1=2;p2=2
sashimi_new36,SasEuClosedCycle,EU 완전양식 참다랑어 — 야생쿼터 탈피 신기술,S2,STATIC,64.0,54.0,63.0,85.0,66.5,C,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=71.0;p0=0;p1=3;p2=3
sashimi_new36,SasEuDistantFleet,EU 원양선단 인도양 황다랑어 자원 리스크,S1,STATIC,78.0,70.0,68.0,80.0,74.0,B,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=87.5;p0=0;p1=3;p2=3
sashimi_new36,SasEuMscGate,EU·영국 MSC 지속가능 라벨 게이트,S5,STATIC,78.0,77.0,74.0,74.0,75.75,C,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=82.5;p0=0;p1=3;p2=3
sashimi_new36,SasEuProcessingHub,EU 참치 가공 허브 — 스페인,S2,STATIC,60.0,50.0,58.0,84.0,63.0,D,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=73.5;p0=0;p1=3;p2=2
sashimi_new36,SasEuRetailInflation,EU 캔참치 원료가 변동성 & 소비자 다운트레이딩,S4,STATIC,58.0,82.0,52.0,82.0,68.5,D,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=80.0;p0=0;p1=4;p2=2
sashimi_new36,SasEuTariffRegime,EU 참치 관세 체제 — 24% 장벽과 무관세 우회로,S3,STATIC,78.0,65.0,72.0,74.0,72.25,C,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=79.0;p0=0;p1=2;p2=3
sashimi_new36,SasExColdLogistics,부산발 참치 수출 콜드체인 운송 경로,S3,STATIC,68.0,74.0,52.0,80.0,68.5,C,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=79.25;p0=0;p1=3;p2=2
sashimi_new36,SasExEmergingMena,중동 할랄 사시미 교두보 — 신흥 수출시장,S4,STATIC,79.0,88.0,72.0,88.0,81.75,B,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=84.25;p0=0;p1=3;p2=4
sashimi_new36,SasGlChinaDemand,중국 참치 수요 부상 — 일본 의존 탈피 다변화 대상,S4,STATIC,66.0,58.0,70.0,85.0,71.75,C,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=67.5;p0=0;p1=2;p2=1
sashimi_new36,SasGlConsumptionMatrix,국가별 참치 사시미 소비시장 비교,S4,STATIC,60.0,52.0,52.0,87.0,62.75,D,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=71.5;p0=0;p1=5;p2=3
sashimi_new36,SasGlTradeFlows,글로벌 참치 무역 흐름 — 통조림 vs 비통조림,S4,STATIC,78.0,55.0,60.0,84.0,69.0,C+,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=79.0;p0=0;p1=4;p2=2
sashimi_new36,SasGlWcpoSupply,글로벌 참치 공급 — WCPO 사상 최대 어획,S1,STATIC,80.0,88.0,68.0,93.0,80.5,B+,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=89.25;p0=0;p1=4;p2=4
sashimi_new36,SasJpAquaculture,일본 참다랑어 완전양식의 역설,S2,STATIC,74.0,90.0,58.0,80.0,75.5,C,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=84.25;p0=0;p1=3;p2=3
sashimi_new36,SasJpDistribution,도요스 너머 — 일본 사시미 유통 구조,S4,STATIC,72.0,58.0,70.0,84.0,71.0,C,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=80.5;p0=0;p1=3;p2=3
sashimi_new36,SasJpImportYen,엔저가 가른 일본 참치 수입 (買い負け),S4,STATIC,71.0,85.0,63.0,87.0,76.5,B,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=77.25;p0=0;p1=3;p2=3
sashimi_new36,SasKrAccessQuota,한국 원양 태평양 입어료(VDS) 압박,S1,STATIC,80.0,70.0,62.0,88.0,75.0,C,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=83.0;p0=0;p1=4;p2=3
sashimi_new36,SasKrByproduct,한국 참치 가공수율 & 부산물 밸류업 격차,S2,STATIC,58.0,80.0,42.0,82.0,65.5,C,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=77.0;p0=0;p1=4;p2=3
sashimi_new36,SasKrDualRoute,한국 두 경로 분기 (태국 원물 vs 영국 직수출),S4,STATIC,66.0,70.0,58.0,82.0,69.0,D,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=73.0;p0=0;p1=3;p2=3
sashimi_new36,SasKrFleetEconomics,한국 원양 참치 선단 — 노후화·인력 리스크,S1,STATIC,74.0,54.0,70.0,80.0,69.5,C,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=81.0;p0=0;p1=3;p2=2
sashimi_new36,SasKrSuperTuna,동원산업 '슈퍼튜나' — 선망 어획 횟감 업그레이드,S2,STATIC,74.0,28.0,62.0,85.0,62.25,D,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=60.25;p0=0;p1=0;p2=3
sashimi_new36,SasOlCellBased,세포배양·대체 참치 2030 — 파괴적 위협,S5,STATIC,82.0,85.0,80.0,85.0,83.0,B+,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=86.5;p0=0;p1=2;p2=3
sashimi_new36,SasOlClimateMigration,기후 어장 이동 — 가다랑어 동·극지 대이동,S5,STATIC,90.0,68.0,86.0,73.0,79.0,B,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=83.0;p0=0;p1=2;p2=4
sashimi_new36,SasPrAuctionDirect,경매 가격발견 vs 직거래 부두값,S4,STATIC,74.0,58.0,72.0,88.0,59.75,F,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=73.0;p0=0;p1=4;p2=3
sashimi_new36,SasPrGradeBySpecies,어종별 사시미 등급 결정 요인,S4,STATIC,53.0,80.0,44.0,80.0,64.25,C,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=69.5;p0=0;p1=2;p2=2
sashimi_new36,SasPrGradeSystem,참치 사시미 등급 체계 (#1~#3),S4,STATIC,74.0,72.0,74.0,85.0,76.25,C,sashimi_new36_4axis_scores.csv,forensic_4axis_audit,audit_avg=69.5;p0=0;p1=1;p2=3
shrimp,-,FTA 새우 분기별 수입 동향 (KMI 21개 분기),S3,,90.0,95.0,80.0,100.0,91.2,A,shrimp_4axis_scores.csv,forensic_4axis_audit,
shrimp,-,수생태계 메가트렌드 (1970-2022),,,55.0,40.0,40.0,40.0,43.8,D,shrimp_4axis_scores.csv,forensic_4axis_audit,
shrimp,-,어획(Capture) vs 양식(Aqua) 크로스오버,,,55.0,40.0,40.0,40.0,43.8,D,shrimp_4axis_scores.csv,forensic_4axis_audit,
